JAX,9,0.57,0.83,0.72,0.48,0.53,0.91,0.5,0.58,0.81,0.72,0.78,0.56,0.71,0.64,0.65,0.76,0.63
JAX,10,5.9,7.8,6.7,5.5,6.1,5.2,7,3.5,7.6,5.3,7.2,4.8,8.8,7.2,6.8,5.4,6.2
JAX,11,15,0,0,26,0,29,0,19,0,19,27,14,0,7,11,13,9
JAX,12,123,96,151,71,136,243,142,191,168,75,38,95,60,192,147,169,19
JAX,13,18,37,36,19,26,33,21,32,37,16,20,19,25,27,39,29,14
JAX,14,6.8,2.6,4.2,3.7,5.2,7.4,6.8,6,4.5,4.7,1.9,5,2.4,7.1,3.8,5.8,1.4
JAX,15,0.4,1,0.5,0.67,0,1,0.4,0.33,0.75,0.67,0.5,0.5,0.5,0.75,0.33,1,0
JAX,16,90,19,10,38,48,44,81,54,30,30,19,24,70,37,25,30,25
JAX,17,1,0,0,5,2,1,1,2,1,0,1,1,0,3,1,2,1
JAX,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
JAX,19,0.45,0.64,0.64,0.34,0.47,0.52,0.43,0.57,0.54,0.53,0.46,0.39,0.55,0.46,0.58,0.49,0.4
WSH,1,26,21,20,17,17,14,22,20,18,25,20,20,25,20,21,17,16
WSH,2,0.7,0.47,0.35,0.33,0.09,0.18,0.44,0.17,0.3,0.57,0.23,0.42,0.21,0.1,0.54,0.44,0.21
WSH,3,0,0.5,0,0,0.5,0,0,0.67,0,1,1,1,1,0.5,0,0.5,0
WSH,4,70,72,74,71,58,53,72,61,61,81,67,60,82,58,69,68,63
WSH,5,390,396,240,297,385,214,364,362,263,330,344,314,411,387,349,260,309
WSH,6,12,14,12,13,12,11,11,11,12,10,10,9,13,10,12,10,15
WSH,7,5.6,5.5,3.2,4.2,6.6,4,5.1,5.9,4.3,4.1,5.1,5.2,5,6.7,5.1,3.8,4.9
WSH,8,305,308,153,155,342,86,198,266,126,178,191,138,246,228,270,124,158
WSH,9,0.66,0.65,0.58,0.6,0.66,0.55,0.61,0.74,0.54,0.59,0.56,0.61,0.66,0.59,0.74,0.57,0.58
WSH,10,7.3,6,2.9,3.5,8.3,3.4,5.8,8.1,4.1,5.6,7.1,6,5.3,7.1,7.5,4,7.2
WSH,11,8,29,58,15,17,13,3,13,23,33,0,0,29,21,19,19,11
WSH,12,85,88,87,142,43,128,166,96,137,152,153,176,165,159,79,136,151
WSH,13,28,21,22,27,17,28,38,28,30,49,40,37,36,26,33,37,41
WSH,14,3,4.2,4,5.3,2.5,4.6,4.4,3.4,4.6,3.1,3.8,4.8,4.6,6.1,2.4,3.7,3.7
WSH,15,1,1,0.33,0.33,0,0.5,0.25,0.67,1,0.67,0.25,0.67,0.5,0.33,0.67,1,0.33
WSH,16,63,17,48,136,71,36,54,52,26,58,36,28,55,40,51,24,10
WSH,17,3,1,1,2,1,0,1,1,1,2,0,1,1,2,2,3,1
WSH,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
WSH,19,0.55,0.53,0.55,0.55,0.46,0.46,0.62,0.51,0.51,0.67,0.58,0.55,0.69,0.49,0.56,0.56,0.6
CLE,1,23,29,22,22,27,16,18,24,20,27,22,14,18,19,15,16,18
CLE,2,0.44,0.67,0.38,0.36,0.4,0.27,0.18,0.62,0.42,0.36,0.29,0.31,0.27,0.33,0.44,0.36,0.42
CLE,3,0.5,0,0.75,0.67,0,0.6,1,0,0.4,0.5,0.5,0,0.5,1,0.33,0.5,0.5
CLE,4,74,65,71,71,65,67,56,69,62,68,75,61,70,64,67,53,58
CLE,5,355,405,376,403,443,328,336,440,297,396,367,304,344,283,249,301,307
CLE,6,11,10,10,10,10,12,10,11,9,11,13,13,11,9,10,10,10
CLE,7,4.8,6.2,5.3,5.7,6.8,4.9,6,6.4,4.8,5.8,4.9,5,4.9,4.4,3.7,5.7,5.3
CLE,8,138,221,205,226,230,258,223,268,185,316,178,130,273,140,125,155,173
CLE,9,0.53,0.81,0.68,0.6,0.62,0.47,0.81,0.74,0.63,0.68,0.62,0.55,0.6,0.64,0.48,0.5,0.66
CLE,10,3.9,7.9,6.2,6.3,6.8,5.3,7,10.7,4.9,7.5,4.3,5.7,6.1,4.5,3.8,6.7,4.8
CLE,11,9,8,15,8,0,8,35,10,27,8,32,1,3,21,10,14,57
CLE,12,217,184,171,177,213,70,113,172,112,80,189,174,71,143,124,146,134
CLE,13,39,37,38,35,31,18,24,44,24,26,34,38,25,33,34,30,22
CLE,14,5.6,5,4.5,5.1,6.9,3.9,4.7,3.9,4.7,3.1,5.6,4.6,2.8,4.3,3.6,4.9,6.1
CLE,15,0.25,0.8,0.75,0.33,0.75,0.5,0.5,0.8,0.5,0.5,0.67,0,0.33,0.25,0.33,0.33,1
CLE,16,71,38,24,51,65,63,45,56,52,42,42,56,98,32,45,20,65
CLE,17,0,1,0,2,1,4,2,2,1,1,1,2,1,0,1,0,2
CLE,18,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CLE,19,0.64,0.54,0.6,0.6,0.5,0.42,0.43,0.61,0.45,0.52,0.65,0.54,0.53,0.55,0.51,0.44,0.48
CAR,1,15,18,12,11,15,8,14,23,13,18,13,19,24,12,30,22,14
CAR,2,0.36,0.17,0.29,0.2,0.2,0.2,0.33,0.38,0.25,0.4,0.25,0.17,0.46,0.36,0.33,0.36,0.57
CAR,3,0,1,0,0.33,0.6,0,0,0.5,1,0,0,1,0.5,0,1,0.5,0
CAR,4,50,54,59,51,65,44,50,73,48,64,54,65,72,43,65,61,58
CAR,5,261,275,293,220,308,203,343,478,228,333,205,349,328,209,570,400,203
CAR,6,12,11,13,11,11,10,10,13,11,11,11,12,11,8,11,14,11
CAR,7,5.2,5.1,5,4.3,4.7,4.6,6.9,6.5,4.8,5.2,3.8,5.4,4.6,4.9,8.8,6.6,3.5
CAR,8,207,129,148,180,244,110,170,309,164,101,169,164,105,188,250,326,32
CAR,9,0.59,0.48,0.48,0.61,0.6,0.62,0.73,0.53,0.57,0.63,0.64,0.58,0.58,0.61,0.68,0.62,0.33
CAR,10,6.7,4.2,5.3,4.7,5.1,4.8,7.4,8.4,5.5,5.9,4.6,8.6,4,7,11.4,8.4,1.9
CAR,11,28,16,22,17,31,9,7,8,0,7,27,0,15,37,0,15,11
CAR,12,54,146,145,40,64,93,173,169,64,232,36,185,223,21,320,74,171
CAR,13,19,23,31,13,17,21,27,36,18,47,17,46,46,16,43,22,41
CAR,14,2.8,6.3,4.7,3.1,3.8,4.4,6.4,4.7,3.6,4.9,2.1,4,4.8,1.3,7.4,3.4,4.2
CAR,15,0.67,0.25,0,1,0.33,0,1,0.6,1,0.5,0,0.5,0.6,0.33,0.67,1,1
CAR,16,96,38,40,76,33,30,15,74,50,89,66,34,29,40,74,58,20
CAR,17,1,2,0,3,1,1,0,1,3,0,3,1,0,0,0,3,2
CAR,18,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAR,19,0.36,0.4,0.5,0.36,0.49,0.38,0.49,0.53,0.34,0.57,0.45,0.62,0.65,0.4,0.59,0.45,0.52
IND,1,33,9,19,21,19,29,17,15,8,20,14,19,18,20,10,14,25
IND,2,0.4,0.2,0.4,0.54,0.25,0.67,0.31,0.42,0,0.55,0.33,0.25,0.31,0.32,0,0.25,0.31
IND,3,0,0,0.33,0,0,0,1,0,0,0,0,0.67,1,0,0.25,1,0.67
IND,4,90,48,69,63,73,74,64,54,60,59,62,62,70,79,50,56,70
IND,5,517,218,259,365,306,434,292,324,121,415,284,290,309,341,173,252,398
IND,6,13,11,11,9,13,9,10,12,15,11,11,10,14,16,10,9,12
IND,7,5.7,4.5,3.8,5.8,4.2,5.9,4.6,6,2,7,4.6,4.7,4.4,4.3,3.5,4.5,5.7
IND,8,340,164,177,327,200,389,227,189,43,208,185,180,203,170,104,124,202
IND,9,0.64,0.53,0.73,0.73,0.63,0.72,0.75,0.74,0.52,0.75,0.72,0.65,0.57,0.58,0.59,0.63,0.66
IND,10,6.5,4.7,4.2,8.2,4.3,6.7,4.8,7.6,1.1,7.2,5.1,4.9,5.1,4.7,2.9,4.3,5.5
IND,11,12,31,45,29,51,0,16,12,60,14,28,19,30,12,39,17,7
IND,12,177,54,82,38,106,45,65,135,78,207,99,110,106,171,69,128,196
IND,13,38,13,27,23,26,16,17,29,22,30,26,25,30,43,14,27,33
IND,14,4.7,4.2,3,1.7,4.1,2.8,3.8,4.7,3.5,6.9,3.8,4.4,3.5,4,4.9,4.7,5.9
IND,15,0.4,0,0.67,0.67,0,0.75,1,0.33,0,0.5,0.33,0.67,0.67,0.25,0,0.5,0.6
IND,16,89,30,34,50,64,52,28,25,15,25,90,20,88,103,11,60,10
IND,17,2,3,1,3,2,0,3,2,1,1,1,2,5,1,3,1,3
IND,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
IND,19,0.66,0.36,0.56,0.57,0.58,0.48,0.47,0.49,0.48,0.48,0.51,0.43,0.52,0.61,0.43,0.47,0.56
HOU,1,20,15,17,16,15,21,10,20,22,11,14,16,16,18,15,13,18
HOU,2,0.33,0.15,0.25,0.33,0.38,0.6,0.14,0.22,0.3,0.15,0.15,0.08,0.47,0.4,0.36,0.35,0.36
HOU,3,0,0.33,1,0,0,0.5,1,0,0,1,1,0.5,0,0,0,0,1
HOU,4,68,59,57,53,56,65,51,57,60,54,58,61,64,58,63,67,64
HOU,5,299,234,329,346,248,404,161,303,387,148,210,283,327,219,285,277,360
HOU,6,14,11,11,12,10,9,12,9,11,11,13,14,13,12,12,13,11
HOU,7,4.4,4,5.8,6.5,4.4,6.2,3.2,5.3,6.4,2.7,3.6,4.6,5.1,3.8,4.5,4.1,5.6
HOU,8,222,154,237,215,132,296,118,135,286,127,174,201,213,125,215,193,301
HOU,9,0.62,0.5,0.63,0.74,0.67,0.68,0.57,0.59,0.59,0.58,0.67,0.51,0.74,0.48,0.63,0.57,0.6
HOU,10,5.6,3.8,7.2,5.5,5.3,7,3.6,5.4,7,3.3,4,5.2,7.9,4.2,6.5,4.2,7.3
HOU,11,18,23,8,31,8,6,34,19,33,42,41,0,0,4,3,18,10
HOU,12,77,80,92,131,116,108,43,168,101,21,36,82,114,94,70,84,59
HOU,13,28,18,24,14,31,23,18,32,19,16,14,22,37,28,30,21,23
HOU,14,2.8,4.4,3.8,9.4,3.7,4.7,2.4,5.3,5.3,1.3,2.6,3.7,3.1,3.4,2.3,4,2.6
HOU,15,1,0,0.5,0.67,1,0.33,0.5,0.5,0.17,0.5,0.5,0.25,0.5,0.75,0.5,0,0.75
HOU,16,40,94,25,67,25,14,45,24,40,15,45,31,25,33,35,45,41
HOU,17,1,0,2,2,0,1,1,2,2,2,3,4,2,1,1,1,3
HOU,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HOU,19,0.51,0.46,0.48,0.47,0.53,0.49,0.42,0.53,0.44,0.42,0.46,0.46,0.55,0.46,0.55,0.51,0.44
NYG,1,19,18,22,21,24,18,27,14,19,25,21,20,18,19,23,26,18
NYG,2,0.2,0.33,0.27,0.43,0.55,0.5,0.5,0.38,0.5,0.38,0.27,0.31,0.31,0.2,0.27,0.57,0.29
NYG,3,1,1,0,0,0,0,0,0,0,0.67,0,0,0.67,1,1,0,0.67
NYG,4,58,70,67,61,59,62,70,64,67,72,59,65,63,62,66,61,63
NYG,5,394,265,336,333,338,238,436,225,367,413,300,316,304,288,445,394,284
NYG,6,12,12,10,11,8,10,8,11,12,11,10,14,11,10,11,8,10
NYG,7,6.8,3.8,5,5.5,5.7,3.8,6.2,3.5,5.5,5.7,5.1,4.9,4.8,4.6,6.7,6.5,4.5
NYG,8,156,162,169,71,213,155,200,147,176,324,210,182,181,160,319,177,155
NYG,9,0.81,0.65,0.54,0.56,0.78,0.7,0.63,0.55,0.76,0.61,0.6,0.81,0.72,0.66,0.71,0.79,0.57
NYG,10,6,4.4,4,4.2,7.6,5,6.5,4.1,8.8,7,5.5,5.2,4.6,5,7.1,7.4,3.7
NYG,11,32,14,27,11,4,18,2,29,21,17,18,18,35,0,15,0,13
NYG,12,238,103,167,262,125,83,236,78,191,89,90,134,123,128,126,217,129
NYG,13,32,33,25,44,31,31,39,28,47,26,21,30,24,30,21,37,21
NYG,14,7.4,3.1,6.7,6,4,2.7,6.1,2.8,4.1,3.4,4.3,4.5,5.1,4.3,6,5.9,6.1
NYG,15,0.67,0.33,0,0.5,0.75,0.6,0.2,0.5,1,1,0.67,0.67,0.75,1,0.5,0.8,0.5
NYG,16,45,62,57,55,63,25,67,53,24,63,66,34,34,30,63,20,66
NYG,17,2,0,1,2,0,1,0,2,0,3,0,1,1,0,2,1,0
NYG,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NYG,19,0.48,0.6,0.46,0.52,0.54,0.53,0.57,0.56,0.56,0.47,0.43,0.48,0.46,0.51,0.49,0.53,0.48
TEN,1,19,12,19,19,15,16,16,9,14,21,15,11,22,17,16,17,19
TEN,2,0.27,0.33,0.5,0.42,0.29,0.42,0.33,0.09,0.38,0.54,0.44,0.29,0.5,0.27,0.33,0.44,0.35
TEN,3,0,1,0,0,1,0,1,0,0,0.5,0,0.5,0,0,0.5,0.5,0.67
TEN,4,60,53,55,52,62,57,58,48,60,64,56,53,62,57,58,65,72
TEN,5,359,187,361,243,241,254,354,229,307,408,344,209,364,284,272,317,312
TEN,6,11,11,10,10,12,10,11,13,13,10,10,11,12,13,12,12,10
TEN,7,6,3.5,6.6,4.7,3.9,4.5,6.1,4.8,5.1,6.4,6.1,3.9,5.9,5,4.7,4.9,4.3
TEN,8,266,107,252,116,136,116,40,57,244,320,281,122,227,157,88,220,165
TEN,9,0.61,0.5,0.7,0.81,0.6,0.65,0.6,0.31,0.53,0.83,0.65,0.62,0.66,0.69,0.61,0.51,0.69
TEN,10,7.8,4.1,9,4.8,4.5,5.3,3.1,3,6.6,10,8,3.8,5.4,5.2,3.3,5.4,5
TEN,11,0,16,12,21,45,16,15,23,11,17,10,35,27,28,11,12,14
TEN,12,93,80,109,127,105,138,314,172,63,88,63,87,137,127,184,97,147
TEN,13,26,27,27,28,32,35,45,29,23,32,21,21,20,27,31,24,39
TEN,14,3.6,3,4,4.5,3.3,3.9,7,5.9,2.7,2.8,3,4.1,6.9,4.7,5.9,4,3.8
TEN,15,0.67,1,1,1,1,0,0.5,1,0.5,0.67,0,0,1,1,1,0.33,0
TEN,16,50,87,85,40,69,15,35,51,60,20,57,82,50,62,30,124,40
TEN,17,1,4,1,0,0,1,2,0,1,1,0,0,4,1,3,2,2
TEN,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TEN,19,0.52,0.47,0.49,0.43,0.54,0.53,0.58,0.44,0.43,0.54,0.47,0.46,0.45,0.5,0.45,0.44,0.6
GB,1,21,26,14,24,22,15,16,21,19,20,15,19,21,27,17,20,17
GB,2,0.33,0.56,0.4,0.43,0.4,0.25,0,0.5,0.53,0.46,0.5,0.14,0.46,0.44,0.14,0.58,0.33
GB,3,0,0,0,1,0,0.25,0,0,0.25,1,0,1,0.5,1,0.6,0,0.5
GB,4,61,66,61,71,61,69,47,63,69,61,59,49,63,68,65,61,57
GB,5,338,414,315,443,301,278,232,398,389,415,271,342,357,345,301,315,291
GB,6,11,9,12,14,9,13,10,9,9,12,10,11,10,9,11,11,9
GB,7,5.5,6.3,5.2,6.2,4.9,4,4.9,6.3,5.6,6.8,4.6,7,5.7,5.1,4.6,5.2,5.1
GB,8,227,211,248,244,207,218,194,190,283,208,215,236,182,207,222,152,188
GB,9,0.67,0.76,0.77,0.6,0.64,0.62,0.66,0.63,0.53,0.7,0.62,0.68,0.58,0.73,0.63,0.63,0.63
GB,10,5.3,7.5,6.9,6.8,5,4.4,5.5,5.9,6.4,9.5,5.4,8.4,5.9,6.3,5.6,5.4,6.5
GB,11,33,23,7,7,15,36,0,13,8,16,12,17,0,22,16,16,17
GB,12,111,203,67,199,94,60,38,208,106,207,56,106,175,138,79,163,103
GB,13,18,38,25,35,20,20,12,31,25,39,19,21,32,35,25,33,28
GB,14,6.2,5.3,2.7,5.7,4.7,3,3.2,6.7,4.2,5.3,2.9,5,5.5,3.9,3.2,4.9,3.7
GB,15,0.33,0.6,0.67,0.75,0.67,0,1,0.5,0,0.67,0.67,0.5,0.33,0.6,0.4,0.67,0.5
GB,16,10,25,65,40,37,42,69,58,81,40,40,35,20,80,40,30,35
GB,17,2,1,2,2,0,1,1,1,3,2,0,2,0,2,1,0,2
GB,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
GB,19,0.48,0.62,0.56,0.61,0.46,0.52,0.38,0.56,0.58,0.6,0.46,0.41,0.54,0.62,0.53,0.57,0.54
MIN,1,19,20,30,23,29,11,25,17,24,16,23,21,23,32,23,18,28
MIN,2,0.31,0.33,0.22,0.36,0.8,0.17,0.46,0.44,0.41,0.09,0.53,0.5,0.4,0.33,0.46,0.42,0.55
MIN,3,1,0,0.5,1,0,0,0,0,0.6,0,0,1,0.5,0,0,0.5,0
MIN,4,61,59,67,67,74,50,68,65,79,54,66,66,62,86,71,57,71
MIN,5,395,264,373,344,429,234,381,301,481,183,358,287,416,518,353,346,482
MIN,6,10,10,13,11,9,15,13,11,13,10,11,13,11,19,12,11,10
MIN,7,6.5,4.5,5.6,5.1,5.8,4.7,5.6,4.6,6.1,3.4,5.4,4.3,6.7,6,5,6.1,6.8
MIN,8,269,202,250,263,312,156,208,245,334,110,301,159,394,426,270,244,341
MIN,9,0.72,0.59,0.59,0.67,0.79,0.67,0.67,0.56,0.6,0.57,0.82,0.6,0.76,0.62,0.71,0.63,0.85
MIN,10,8.2,4.2,6,6.3,7.3,4.7,5.3,5.7,6.2,3,7.7,4.3,8.8,6.9,5.2,6.6,10.3
MIN,11,8,19,10,23,7,19,24,17,23,49,9,14,31,34,29,18,0
MIN,12,126,62,123,81,117,78,173,56,147,73,57,128,22,92,83,102,141
MIN,13,28,11,25,25,31,17,29,22,25,17,27,29,17,24,19,20,38
MIN,14,4.5,5.6,4.9,3.2,3.8,4.6,6,2.5,5.9,4.3,2.1,4.4,1.3,3.8,4.4,5.1,3.7
MIN,15,0.33,0.25,1,0.4,1,0.67,1,0.5,0.25,0,0.6,1,0.5,1,0.75,0.33,0.6
MIN,16,20,25,15,35,70,20,86,42,64,59,20,44,25,74,14,35,36
MIN,17,0,3,1,1,1,0,1,1,2,1,1,0,2,3,0,4,2
MIN,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
MIN,19,0.52,0.4,0.43,0.54,0.61,0.41,0.49,0.49,0.58,0.38,0.6,0.47,0.47,0.56,0.51,0.43,0.61
KC,1,33,15,20,27,29,23,24,29,26,23,29,20,20,33,14,22,21
KC,2,0.63,0.33,0.3,0.71,0.58,0.36,0.67,0.42,0.7,0.5,0.45,0.55,0.5,0.5,0.27,0.22,0.56
KC,3,1,0,0.5,0,0,1,0,1,1,0,0,1,0,0,0,1,0
KC,4,66,54,60,77,69,61,58,91,62,62,72,54,67,76,51,58,56
KC,5,488,319,315,417,368,387,529,499,486,485,437,349,431,502,297,374,349
KC,6,10,11,10,11,10,10,10,13,10,11,8,8,13,12,11,12,10
KC,7,7.4,5.9,5.2,5.4,5.3,6.3,9.1,5.5,7.8,7.8,6.1,6.5,6.4,6.6,5.8,6.4,6.2
KC,8,360,226,257,228,265,319,417,422,331,322,320,211,342,313,220,328,181
KC,9,0.77,0.69,0.56,0.62,0.67,0.63,0.69,0.63,0.74,0.59,0.64,0.59,0.67,0.88,0.57,0.69,0.69
KC,10,9.2,6.3,6.9,5.7,5.8,7.4,11.3,5.9,9.5,9.2,7.6,7.3,7.8,7.3,7.6,7.8,6.5
KC,11,0,9,5,21,27,19,6,24,0,7,0,12,10,23,4,0,21
KC,12,128,93,58,189,103,68,112,77,155,163,117,138,89,189,77,46,168
KC,13,27,18,23,37,23,18,21,19,27,27,30,25,23,33,22,16,28
KC,14,4.7,5.2,2.5,5.1,4.5,3.8,5.3,4.1,5.7,6,3.9,5.5,3.9,5.7,3.5,2.9,6
KC,15,1,0.33,0.5,0.83,1,0.5,0.8,0.5,0.8,0.5,0.17,0.75,0.67,0.67,1,0.8,0.8
KC,16,25,54,45,32,72,58,84,69,0,54,25,35,70,102,39,31,43
KC,17,1,0,2,1,0,2,2,1,3,1,2,1,3,2,0,2,0
KC,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KC,19,0.58,0.44,0.44,0.64,0.52,0.48,0.44,0.69,0.47,0.46,0.54,0.46,0.5,0.62,0.42,0.45,0.43
ARI,1,18,28,23,20,23,15,21,25,15,18,19,20,19,13,16,22,11
ARI,2,0.25,0.23,0.33,0.4,0.57,0.25,0.3,0.36,0.43,0.33,0.5,0.54,0.29,0.17,0.26,0.36,0.4
ARI,3,0.75,0.6,0.8,0,1,0.2,1,0,0,1,0,0,0.2,0,1,0,0
ARI,4,63,78,81,70,69,71,60,70,61,65,71,64,69,59,74,69,50
ARI,5,282,413,365,338,363,315,326,375,262,298,314,366,323,240,325,339,255
ARI,6,11,9,9,12,9,11,10,12,10,11,11,11,12,13,14,9,13
ARI,7,4.5,5.3,4.5,4.8,5.3,4.4,5.4,5.4,4.3,4.6,4.4,5.7,4.7,4.1,4.4,4.9,5.1
ARI,8,179,270,295,206,239,171,189,297,140,220,247,185,210,167,204,213,194
ARI,9,0.63,0.63,0.64,0.72,0.67,0.62,0.69,0.7,0.71,0.7,0.68,0.62,0.68,0.56,0.54,0.6,0.74
ARI,10,4.4,5.4,4.9,6.2,5.6,4,6.1,6.2,3.5,5.6,5.3,6.2,4.5,4.3,4.3,5.1,6.5
ARI,11,26,7,19,1,11,51,15,29,35,18,30,6,45,6,17,9,15
ARI,12,103,143,70,132,124,144,137,78,122,78,67,181,113,73,121,126,61
ARI,13,22,28,21,37,26,28,29,22,21,26,24,34,22,20,27,27,20
ARI,14,4.7,5.1,3.3,3.6,4.8,5.1,4.7,3.5,5.8,3,2.8,5.3,5.1,3.7,4.5,4.7,3.1
ARI,15,1,0.75,0,0.4,0.5,0,0.75,0.67,1,0.75,0.5,1,0.33,1,0,0.25,1
ARI,16,49,120,50,61,15,53,20,67,77,67,50,19,48,46,74,50,50
ARI,17,0,1,0,1,1,2,0,3,1,0,2,2,2,3,3,0,4
ARI,18,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
ARI,19,0.42,0.61,0.57,0.64,0.42,0.51,0.52,0.51,0.42,0.53,0.51,0.51,0.56,0.45,0.49,0.46,0.43
LV,1,18,20,24,25,18,25,13,16,18,20,27,21,17,18,13,29,21
LV,2,0.45,0.55,0.08,0.5,0.42,0.44,0.36,0.25,0.38,0.27,0.57,0.3,0.38,0.36,0.5,0.4,0.5
LV,3,0.5,0,1,0,0.5,1,0.67,0.33,0.33,0,0.5,0,1,1,0,0,0
LV,4,56,61,65,74,56,55,56,57,64,62,77,59,58,64,52,66,67
LV,5,320,324,396,385,378,400,183,321,309,407,576,404,302,308,201,500,279
LV,6,11,9,9,11,9,8,9,10,10,10,14,12,9,12,10,11,9
LV,7,5.7,5.3,6.1,5.2,6.8,7.3,3.3,5.6,4.8,6.6,7.5,6.8,5.2,4.8,3.9,7.6,4.2
LV,8,256,244,300,173,223,236,145,248,232,298,293,250,137,211,143,365,180
LV,9,0.59,0.64,0.6,0.62,0.63,0.78,0.59,0.58,0.63,0.62,0.69,0.53,0.55,0.53,0.53,0.68,0.61
LV,10,6,6.1,6.5,4.8,7,8.4,3.4,6.5,5.8,7.8,7.9,8.3,6.9,5.1,4.3,10.7,4.3
LV,11,39,8,7,15,18,5,28,11,16,9,2,0,0,20,31,0,39
LV,12,64,80,96,212,155,164,38,73,77,109,283,154,165,97,58,135,99
LV,13,13,21,19,38,24,27,13,19,24,24,40,29,38,23,19,32,25
LV,14,4.9,3.8,5.1,5.6,6.5,6.1,2.9,3.8,3.2,4.5,7.1,5.3,4.3,4.2,3.1,4.2,4
LV,15,0.67,0.5,0.33,0.4,1,1,0,0,0.67,0,0.5,0,0.25,1,1,0.5,0.33
LV,16,11,68,44,25,99,44,59,45,74,98,50,15,94,90,20,49,47
LV,17,3,1,1,0,0,0,1,1,0,0,2,2,2,1,3,2,2
LV,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
LV,19,0.46,0.5,0.51,0.58,0.48,0.51,0.42,0.46,0.52,0.54,0.63,0.49,0.51,0.55,0.46,0.53,0.57
LAC,1,18,21,16,22,26,24,21,19,12,22,22,22,24,23,17,22,21
LAC,2,0.43,0.31,0.38,0.5,0.3,0.5,0.33,0.5,0.38,0.57,0.46,0.31,0.5,0.31,0.44,0.62,0.5
LAC,3,0,1,0,0.5,0,0.33,0.33,1,0,0,0,0.6,0.5,1,1,0,0
LAC,4,65,74,58,67,69,83,69,67,56,65,64,74,78,69,67,62,67
LAC,5,355,401,312,419,465,297,329,336,238,365,311,386,432,365,314,431,352
LAC,6,11,12,10,12,11,12,12,10,11,10,11,12,11,12,11,9,13
LAC,7,5.5,5.4,5.4,6.3,6.7,3.6,4.8,5,4.2,5.6,4.9,5.2,5.5,5.3,4.7,7,5.3
LAC,8,279,326,286,338,227,224,276,245,187,250,246,314,350,291,213,239,293
LAC,9,0.76,0.69,0.56,0.69,0.65,0.65,0.65,0.7,0.57,0.77,0.74,0.6,0.76,0.67,0.77,0.77,0.68
LAC,10,8.2,6.5,6.2,8.5,6.5,3.8,5.1,5.7,4.7,7.1,4.8,6,6.4,6.5,6.1,7.7,6.5
LAC,11,0,8,11,2,1,14,17,0,9,30,28,21,17,22,22,0,5
LAC,12,76,75,26,81,238,73,53,91,51,115,65,72,82,74,101,192,59
LAC,13,31,24,12,27,34,24,15,24,16,30,13,22,23,24,32,31,22
LAC,14,2.5,3.1,2.2,3,7,3,3.5,3.8,3.2,3.8,5,3.3,3.6,3.1,3.2,6.2,2.7
LAC,15,0.67,0.6,0.33,0.6,0.4,0.25,1,0.5,0,0.67,0.67,0,0.33,1,0.5,1,0.75
LAC,16,21,25,54,61,17,89,70,45,5,25,30,20,40,20,60,19,34
LAC,17,0,1,2,1,0,1,2,2,1,2,0,1,0,2,2,0,2
LAC,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LAC,19,0.54,0.56,0.36,0.53,0.5,0.65,0.43,0.47,0.38,0.54,0.49,0.51,0.66,0.5,0.56,0.53,0.48
TB,1,18,13,19,27,26,20,17,20,18,26,16,25,18,25,21,25,12
TB,2,0.36,0.29,0.18,0.6,0.56,0.29,0.17,0.31,0.43,0.67,0.27,0.53,0.25,0.33,0.35,0.27,0.46
TB,3,0,0,1,0,0,1,0.33,1,0,0,1,0,0.57,0.67,0.5,1,0
TB,4,62,65,59,59,75,68,66,62,79,74,66,75,74,70,78,73,54
TB,5,347,260,285,376,420,304,322,349,323,419,325,350,322,396,396,478,222
TB,6,11,13,12,11,10,10,11,10,13,10,13,11,11,11,14,13,11
TB,7,5.6,4,4.8,6.4,5.6,4.5,4.9,5.6,4.1,5.7,4.9,4.7,4.4,5.7,5.1,6.5,4.1
TB,8,195,188,251,373,351,229,276,305,272,258,229,274,253,304,281,411,136
TB,9,0.67,0.53,0.74,0.75,0.67,0.63,0.65,0.59,0.62,0.73,0.67,0.67,0.62,0.68,0.67,0.76,0.65
TB,10,6.7,5.4,5.6,7,6.8,5.5,5.5,6.5,4.6,8.6,5,5,4.6,6.8,5.9,8.6,4
TB,11,17,2,20,12,0,14,14,20,8,0,17,7,0,8,0,21,0
TB,12,152,72,34,3,69,75,46,44,51,161,96,76,69,92,115,67,86
TB,13,33,30,14,6,23,26,16,15,20,44,20,20,19,25,30,25,20
